txt,result
 스터디 만난 남자 때문 사연 쓰게 고민 양 입니다 평소 스터디 남은 100 프로 썸 이다 싶은 행동 한테 자꾸 하는데요 들면요 ” 립 제품 많이 써 ” ” 갑자기 .. ” ” 됐다 됐다 ” 제품 주고 사라졌습니다 키우는 강아지 보고서 강아지 아빠 라는 장난 치기 합니다 아빠 엄마 라는 얘기 잖아요 부끄러워 전 스터디 남 돌직구 던졌습니다 ” 좋아해 ” ” 그런 아닌데 괜히 오해 하게 해서 미안해 ” 대답 기대했는데 좋아하지 않는다니 실망 감 들긴 하더라고요 일이 있고 스터디 모이면서 펜션 가게 되었습니다 놀다가 거실 바닥 널브러져 잠 들었고 날 스터디 회원 사진 장 보여줬는데요 사람 일어나고 자고 있는 사실 자고 있는 깨어 있는 스터디 남 품 쏙 들어가 있고 어머 스터디 남은 껴안고 자고 있더라구요 누가 봐도 연인 같은 모습 놀라긴 했지만 사실 알 있었습니다 아침 에가 얼굴 비추면 눈 가려주고 토닥토닥 재우던 손길 이런데도 이런데도 좋아하지 않는다는 말 맞을까요 뭐라고 톡 해야 마음 알 수 있을까요,0
직장 동료 여자 분과 관련 이야기 입니다 보고 안 가도 되는 회식 가자고 얘기 뜬금없이 있을 주말 했냐 어린이날 했냐 등산 좋아한다더니 등산 갔다 왔냐 물어보는데 한테 관심 있는 건지 없는 건지 모르겠습니다 연애 해야 배우는게 있다고 말씀 하시면서 여자 소 개시 켜준다는거 관심 없는거 같기도 6035,0
알바 하는 빤데 모든 술자리 나를 계속 불러 알바생 한테 이도 마시면 안되요 직접 이렇게 물어가면서 놀이 공원 알바 라서 알바생 술자리 엄청 많거든 ... 분 은 인 싸고 낯 가려서 술자리 피 했거든 분 술자리 계속 챙겨주고 .. 물 계속 따라주고 계속 괜찮냐고 물어보고 옆 자리 앉고 ... 버스 정류장 데려다 주시 비오는 날 나도 우산 갖고 있는데 굳이 우산 쓰고 가자고 해서 우산 하나로 쓰고 간 적도 있어 다니는 학교 남자 생겼냐고 물어보고 ... 계속 이렇게 지내니까 알바생 분들 썸 타는 줄 알 한테 바보 부탁 근데 연락 안해 .... 일부러 연락 해도 분 은 묻는 말 대답 .... .... 썸 타는거야 .... .... 생각 해보니 // 50763914,0
직장 하는 11 살 어린 친구 있어요 본인 은 34 살 ..... 3년 사귄 여친 헤어지고 두 달 된거 같네요 엄청 힘든 보내고있는 와중 친구 눈 들어오기 시작 평소 같은 팀 밑 직원 였는데 친하긴 했지만 서로 사적 인 얘기 해본 적도 없고 사석 만난 적도 없구요 친구 눈 들어오기 시작 해서 하루 한두 번 연락 하기 시작 하다가 이제 끝나고 매일 연락 하고있어요 그녀 하겠 읍니 주말 그녀 친구 약속 있었지만 귀찮아서 안 나갔다고 하길래 나오라고 바람 쐬러 가자 하니까 나오더라구요 불알 친구 인 친 물어보니 집 아무 안 한상태 씻기 화장 하기 옷 입기 귀찮은지 아냐고 면 호감 있는거라고 하더라구요 아무튼 주말 그렇게 서울 외곽 드라이브 왔어요 그렇게 주말 지나가고 그녀 달달 좋아해서 오늘 중 페북 둔 카페 있는데 갈래 하니까 흔쾌히 오케이 해서 카페 갔다가 저녁 먹고 데려다주고 집 왔네요 면 그녀 호감 있는걸 직장 상사 로만 생각 는걸 주말 만나자 하려고 했는데 주 주말 약속 있다고 하더라구요 한두 번 만나고 확신 생긴다면 고백 하려 했는데 워낙 나이 차이 많이 보니 많이 조심스러운 있네요,1
“ 같은 여자친구 있었으면 좋겠다 ” 말 “ 사귈래 ” 라는 표현 은 테트리스 게임 일자 블록 기억 모양 블록 만큼 차이 난다 이다 썸 인지 아닌지는 말 따라오는 행동 봐야 알 수 있겠지만 적어도 표현 ‘ 널 좋아한다 ’ ‘ 호감 ’ 표시 아니다,0
사람 만났을 특별히 뭘 하지는 않았지만 집 가려고 할 나중 메신저 연락 한다고 슬쩍 말 해서 기대했었는데 … 그날 날 말 없어서 말 걸었더니 깜빡 했다고 … 주 금요일 보자고 하더라고요 … 이래저래 농담 서로 뭔가 썸 인 듯 데 남자 쪽 에서는 적극성 보이질 않는 … 절 좋아하지 않는 겠죠 …,0
머리 깎는데 연신 계속 말 시키고 근처 사냐 물어보고 쉴 새 없이 말거네요 근데 미용사 이뻐서 기분 좋게 이야기 오늘 불토 여친 만나러가냐 해서 없다고 있었으면 좋겠다 하니 있을것 같은데 거짓말 하지 말 라는 둥 깨 쏟아지게 이야기 했습니다 머리 드라이 할 연락처 알려줄 수 있냐 물어봤습니다 수줍게 웃으면서 론 가시더니 갑자기 남자 계산 받고 여자 구석 동료 쌩까고 순두부찌개 맛있게 드시네요,0
평소 괜찮다고 생각 했던 회사 후배 있는데 … 회사 사람 연하다 보니 안된다 안된다 스스로 간신히 다잡고 있었는데 … 자꾸만 심쿵한 행동 하네요 연상 만나고 싶다 여자 친구 하는 편이 누나 괜히 괴롭히고 싶다 괜히 오버 하는 싶기도 … 고백 이라도 해주면 받아나 줄텐데 …,1
 29 살 직딩입니 회사 도도한 동갑 내기 여직원 있는데요 얼굴 예뻐서 입사 할 관심 은 가지 있었지만 워낙 자신감 없고 여직원 은 인기 많아서 포기 묵묵히 일이 열심히 있었는데요 하루 때문 인지 인지 모르겠지만 자리 와서 허리 숙이며 대한 무언가 물어보더라고요 사내 메신져 물어봐도 되는데 굳이 자리 와서 가슴 살짝 파인 티셔츠 입고 허리 숙여가며 물어보는데 보통 이렇게 안 하지 않나요 아무튼 그대 정신 은 몽롱 자체 였습니다 도도하고 예뻐서 모든 남자 직원 선망 몸 받고 있는 그녀 그런 그린 라이트 맞나요,0
말 없어 보이 맨날 와이셔츠 정장 입고 하길래 어려 보이는데 회사원 이구나 이랬거든 잘생겨서 호감 있어서 자세히 봄 근데 이웃집 애기 어보 26 이름있는 기업 팀 장 그렇데 근데 랑은 세상 얘기 그렇구나 이랬는데 날 설렜던게 밤 늦게 퇴근 거든 사람 은 일찍 집 오는 편인것 같고 캐 주얼 복장 밖에 나와서 담배 피고 그러길래 일찍 퇴근 하는 앎 튼 늦게 퇴근 하는데 사람 날 퇴근 맞춰서 밖에 나와있는거야 우연이 겠지 했는데 계속 겹치 그린 라이트 생각 했던 결정 적 인 이유 늦어져서 새벽 되서 퇴근 했는데 그날 있더라 사람 엘레베이터 잡아주고 근데 문제 사람 은 한테 휴대폰 번호 사적 인 대화 적 없어 그린 라이트 맞나 .. 싶다 착각 인 가도 싶고 주위 여자도 많을것 같고 차 직업 외모 … 없는게 이상하기도 뭘 오늘 생각 보다 일찍 퇴근 해서 말 걸려 해도 사람 없어서 집 들어가서 씻고 이른 나왔음 커피 두 개 들고 사람 분 안 지나서 나왔는데 보더 놀랜 눈치 였어 항상 먼저 나와있었으니까 어색해서 안 사람 담배 피러 나온거 같은데 손 담배곽 쥐 있고 어색했는데 커피 건내주면서 오글거리지만 먼저 드실래요 이랬음 한번 쓱 보더 고개 끄덕 거리 면서 받고 고마워요 이럼 살짝 웃는데 보조개 설렜어 한동안 말 없고 어색했는데 사람 먼저 말 걸어 줌 살이 냐 23 살이 하니까 사람 자긴 26 이라고 웃고 담배 피러 나온거 아니냐고 물으니까 나중 피 이러고 직장 다니길래 늦게 귀가 하냐부터 사소한 애기 근데 직구 라 물어봄 솔직히 기다렸죠 장난 식 이러니까 웃으면서 티 많이 이러고 담배 많이 피지말라고 하니까 때문 피러 나온건데 이러고 장난스러운 말투 좋아하거든 설렘,1
알바생 오빠 가게 매니저 였는데 유머러스하고 다정한 모습 반했는데 고백 하면 지금 친한 사이 안될까봐 2 달동 안 짝사랑 하다가 술마 면서 필름 끊겼었는데 오빠 한테 좋아한다고 말 했고 2 주간 썸 타 다가 전 꽃놀이 가서 고백 받았어요,1
대전 생각 대로 쿠팡 합니다 스무살 중반 보이는 커피 와플 샵 하는 자사 장 이미 나름 그린 라이트 주고 받았네요 저번 주 늦은 점심때 한가할 찾아가서 점심 커피 와플 먹었는데 못 먹었다고 먹었는데 수다 떨면서 두 넘게 놀았네요 갈 마다 빈손 안 갔거든요 박카스 갖다주고 귤 갖다주고 갖다 줬네요 여자 사장 한테 챙겨주고 동료 기사 한테 물어보니 그런 적 없다네요 확실히 그런 같아서 오늘 결심 했습니다,0
남자 2 명 앉고 반대 여자 2 명 앉았음 “ 어디서 오셨어요 ” 물음 여자 “ 서울 어디서 왔어요 ” 답함 “ 한양 ” 이라고 하니까 여자 피식 그러더니 여자 “ 오빠 살이 ” 물음 “ … 노태우 정권 시절 태어났습니다 ” 웃음 계속 쳤음 “ 서울 올림픽 태어났습니다 ” 웃음 “ 친구 분 나이 되세요 ” 물었더니 “ 생 ” 말함 “ 에이 못 믿겠는데 호패 봐요 호패 ” 근데 웃음 조선시대 근현대사 계속 침 결과 아저씨,0
 대전 사는 이제 30 대가 아가씨 입니다 2013년 마지막 날 야근 1월 1일 늦게 일어나 뭘 할까 등산 갔어요 눈 쌓인 산길 아이젠 없이 올랐더니 정상 도착 했을 땐 일몰 이었고 정상 세 갈래 길 앞 고민 하다가 지나가던 남자 분 께 길이 덜 위험한지 물어봤어요 분 은 길 알려주며 지니까 빨리 내려가야 한다는 말 5분 채 지나지 않아 시야 사라졌어요 정상 3분 1 내려오면 쉬는 있는데 멀리 아까 분 보이더라고요 분 속도 라면 벌써 출구 도착 했을 이었는데 … 분 지나지 않아 분 “ 내려오셨어요 미끄러웠을 텐데 .. 넘어지진 않으셨어요 정상 말 거셨 아이젠 없으신 같아 아이젠 쪽 빌려 드릴까 했는데 타이밍 놓쳐서 말 못 내려오고 계실까 계속 걱정 “ 라는 말 걸더라고요 “ 내려왔어요 내려오다 번 넘어졌어요 ” 대답 했고 산 내려오며 이야기 이어 갔어요 분 은 코스 왔는지 남친 안 오고 왔는지 새해 첫 날 산 왔는지 물어보았고 의상 되 묻다가 솔로 라는 사실 알 됐어요 이후 계속 따라오며 묻지도 않았는데 … ” 회사 여직원 계룡산 가서 해돋이 보자는 거절 했는데 오길 했다 ” 말 계속 챙겨주시더라고요 한참 내려오다가 산 출구 쪽 있는 절 스님 커다란 북 치고 있는 보게 됐어요 산 다니면서 그런 광경 은 처음 봐서 “ 보고 내려갈거예요 ” 분 내려가지 않고 머뭇머뭇 하시더라고요 뺏으면 안되겠다 싶어 “ 안녕히 가세 ” 인사 했고 분 은 머뭇거리다 인사 내려갔어요 스님 북 치고 종 치는 보고 내려가는데 출구 도착 하기 전 분 앞 보이는 예요 ‘ 말 ’ 하다가 쉬면서 천천히 내려갔어요 날 출근 해서 어제 있었던 이야기 하니까 듣던 사람 경악 하더라고요 남자 호감 표시 였는데 ‘ 안녕히 가세 ’ 라는 말 상처 받았을 …,1
연상 만났을 대 거래처 사람 였는데 가끔 때문 미팅 만나고 하다가 술 한잔 친해졌었음 서로 호감 은 확실했는데 같은 업계 라서 조심스럽 기도 했고 이별 한지 반 즘 됐던거라서 … 애매한 상태 자주 보고 점심시간 만나고 서로 선 은 지키면서 만나다가 되게 아무 날 아닌 날 만났는데 날 은 봄이여서 야경 보이는 산책로 걷다가 가로등 밑 벤치 앉아서 얘기 하는데 그날 늦은 사람 없고 날씨 좋고 풍경 예뻐서 오늘 되게 좋은 날인 같아요 했는데 분 그러게요 대답 나서 둘다 말 없이 바람맞으면서 야경 보고 있는데 분 갑자기 다정하고 조용한 목소리 내일 은 연인 만날까 이래서 심장 떨려서 말 못 했었음,1
헌팅 만나게 공원 번호 땀 나이 차이 8 살 연하 30 대 중반 2 주 3 번 만남 두 번은 토요일 한번 평일 연락 은 끊임없이 이어짐 자주 하는 건 하니 하루 아침 점심 저녁 쯤 가끔 은 30분 간격 답장 서로 바쁜 직 군 하루 낮 밤 멀리 드라이브 데이트 점심 저녁 카페 이렇게 먹음 대화 연애 관련 얘기 꽤함 롯데 타워 놀러 가기 이렇게 진행중 한테 관심 있는 맞나요,0
무교 였던 남자 후배 매주 기도 모임 참여 해서 기숙사 가곤 했습니다 주 주말 화보 표 사왔는데 한테 관심 있는거 맞죠,1
같은 고등학교 다니는데 서로 있는지 없는지도 모르는 사이였다가 친한 친구 학원 갔다가 처음 만난 남사 친 학원 수강생 56 명 밖에 없어서 엄청 친해지고 쉬는시간 옥상 가서 라면 먹고 한강 공원 놀러 가는 사이 날 부턴 남사 친 츄파춥스 같은 간식 건네주고 연락 안 하던 사이였는데 문자 보내면서 연락 하기 시작 했는데 그린 라이트,1
1년 도서관 항상 공부 늘 다니던 남사 친 있는데 한테 관심 있는 건지 모르겠어요 어떨 한테 관심 있는 집 갈 쯤 늘 중간지점 헤어지고 별로 연락 없는거 관심 없는 같고 …. 그린 라이트 일까 아닐까,0
대학교 처음 들어갔을 신입생 환영 회 같은거 많이 하잖아 >< 근데 중 4 학년 선배 명 계속 컨디션 챙겨주고 많이 취한 같으면 산책 나가자고 카카오 톡 괜찮냐고 물어보더라 훈훈하게 생겼는데 관심 있다고 표현 해봐도,1
같은 부서 배치 받은 동료 업무 많이 서투를 였거든 … 근데 꼼꼼히 알려주시고 챙겨주셔서 몇번 밥 샀어 근데 얘기 보 관심사 맞고 대화 통 같았음 주말 놀러 가기 했는데 고백 해도 되는,1
대학교 1 학년 3 티 벗고싶고 꾸미고 싶어서 다이어트 심하게 할 였거든 목표 45 이라고 걸어 두 썸남 연락 뺄데가 어딨냐고 러더 예뻐지고 싶어서 그런다니까 면 예쁘지 해서 설렜는데 그린 라이트,1
대학교 1 학년 신입생 환영 회 선배 술 마시다가 오빠 괜찮냐 바람 쐴까 해서 편의점 가서 메로나 사옴 가고 오는 길 서로 얘기 통 영화 취향 맞아서 이후 마블 영화 개봉 하면 영화 보러 가고 가끔 밥 먹고 술 먹고 카페 다니면서 놀았음 연락 하면 빠르지는 않지만 답장 은 꼬박꼬박 오고 번 만나면 가는 줄 모르고 노는데 한테 관심 있으니까 다니는,0
저번 주 토요일 모임 통해 알 남자 일주일 째 연락 중 연락 계속 셀카 직접 보내고 … 근데 만나자고는 안해 … 썸 어장 관리,0
어제 남사 친 술 마시고 집 데려다 준다고 걷는데 주머니 손 넣고 있길래 보 나도 넣고싶은데 난 주머니 없으니 넣지 마라 하니까 남사 친 넣어 주머니 벌리더라고요  하니까 손 잡더니 주머니 넣고는 깍지 끼 있었 … 썸 까진 아니고 친구 할 수 있는 스킨십 오랜 두근거림이라 괜히 마음 붕뜨 설레는거겠 쥬,1
기분 별로 하면 걱정 해주고 예브다 귀엽다고 하루 낙 연락 하는거라고 하는 사람 .. 보는거 좋아해서 항상 가주겠다고 .. 썸 아님 착각,1
